Title,Company,Level,Responsibility,Link
Intermediate Technical Analyst,SMS Equipment Inc.,Entry level,"3+ year’s work experience with server, storage, network, and core infrastructure security",https://ca.linkedin.com/jobs/view/intermediate-technical-analyst-at-sms-equipment-inc-1768526320?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Intermediate Technical Analyst,SMS Equipment Inc.,Entry level,Data Centre / IT infrastructure migration experience (preferred),https://ca.linkedin.com/jobs/view/intermediate-technical-analyst-at-sms-equipment-inc-1768526320?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Intermediate Technical Analyst,SMS Equipment Inc.,Entry level,Project coordination experience,https://ca.linkedin.com/jobs/view/intermediate-technical-analyst-at-sms-equipment-inc-1768526320?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Intermediate Technical Analyst,SMS Equipment Inc.,Entry level,Technical troubleshooting,https://ca.linkedin.com/jobs/view/intermediate-technical-analyst-at-sms-equipment-inc-1768526320?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Intermediate Technical Analyst,SMS Equipment Inc.,Entry level,MCSE Certification,https://ca.linkedin.com/jobs/view/intermediate-technical-analyst-at-sms-equipment-inc-1768526320?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Intermediate Technical Analyst,SMS Equipment Inc.,Entry level,Good communication and documentation skill,https://ca.linkedin.com/jobs/view/intermediate-technical-analyst-at-sms-equipment-inc-1768526320?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Intermediate Technical Analyst,SMS Equipment Inc.,Entry level,Working knowledge of Microsoft Office,https://ca.linkedin.com/jobs/view/intermediate-technical-analyst-at-sms-equipment-inc-1768526320?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,"Analyzing player behaviour to support improvement of the game’s key performance indicators such as retention, conversion and lifetime value.",https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,"Playing, deconstructing, and understanding our games and then formulating your own questions, developing hypotheses, finding answers through data, then presenting your results.",https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Working closely with our game teams to effectively communicate the findings and work out possible in-game improvements.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Creating dashboards at multiple levels of detail that can be used by the various stakeholders to find the information they need.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Tracking and monitoring KPIs and investigating the underlying causes of any changes.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,"Tracking and monitoring key economy-related metrics such as sinks, sources, currency value, and inflation.",https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,"Degree in a quantitative field, social sciences, game design or business management.",https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Minimum 2 years experience as a data analyst and preferably with free-to-play social mobile games.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Must enjoy playing video games with familiarity in the mobile space.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Strong analytical and quantitative problem solving ability.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Excellent interpersonal skills with a demonstrated ability to communicate technical concepts to non-technical people.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Proficient in SQL.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,"Proficient in creating visualizations and dashboards with Tableau, Qlik, Looker or a similar platform (Tableau experience preferred).",https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Grasp of the principles of human behavior that underlie economic principles and activities.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
Game Analyst,Hothead Games,Entry level,Basic understanding of statistics and/or econometrics.,https://ca.linkedin.com/jobs/view/game-analyst-at-hothead-games-1729114612?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"No more fetching coffee: Work on in-depth projects, emerging products and technologies that drive business results.",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Lifelong learning: Meet with mentors, make new friends, and attend learning sessions from diverse subject matter experts.",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Gain visibility: With iXp in your title, you’ll have a global network of SAP leaders, entrepreneurs, and career development opportunities at your fingertips.",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Superb written and verbal communication skills suitable for a professional work environment,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Highly self-disciplined and self-motivated individual with positive work attitude,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Ability to professionally handle ambiguity, lack of information, and changing business conditions",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Ability to deliver under pressure by quickly understanding new topics and existing frameworks,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Ability to work independently and efficiently with minimal supervision,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Excellent organization skills to coordinate and prioritize multiple tasks and projects,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Excellent attention to detail to produce high-quality work used for decision-making purposes,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Excellent team player showing initiative, interest and passion in producing high quality work",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Good track record of developing creative solutions to novel problems,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Passion for the technology and software industries,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Active enrollment in business administration, commerce, law, or other relevant degree programs",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Can commit for 8-month full time internship from the start date indicated in this posting,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Strong investigative skills and ability to make connections from seemingly irrelevant information,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Ability to seek out, digest, and apply brand new domain/technical knowledge efficiently",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Working knowledge of project management tools and principles,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Working knowledge of process improvement methodologies and use of technology to streamline processes,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Working knowledge of knowledge management methodologies and tools,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Working knowledge of software systems modeling (e.g. UML diagrams) and databases,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Knowledge on copyright and contract law a plus,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Knowledge on web applications and application programing interfaces a plus,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Customer service skills and mindset a plus,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Software development experience a plus,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Previous co-op or similar work experience highly recommended,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Previous business analyst experience a plus,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Previous project management experience a plus,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Previous projects in process automation a plus,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Work with stakeholders to gather requirements for licensing various forms of TPIP and other materials, including:",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Web APIs/services,",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Free and Open Source Software (FOSS),",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Commercial (proprietary) software, and",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Contents (e.g. data sets).,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Interpret license materials as well as technical use cases to help SAP make informed decisions,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Compose documentations on processes,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Execute and manage internal processes autonomously,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Coordinate meetings and manage service tickets,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Perform manual data entry and information processing under tight timelines without sacrificing quality,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Develop project plans and manage projects autonomously,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Gain an understanding of software approval processes and its data integrity requirements,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,"Demonstrate interest, knowledge, and curiosity in the area of inbound licensing",https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,Assist in various other duties consistent with GL’s initiatives,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
"SAP iXp Intern, Licensing Analyst Job",SAP,Not Applicable,A hands-on learning experience with you at the helm of projects born directly out of the team’s business needs,https://ca.linkedin.com/jobs/view/sap-ixp-intern-licensing-analyst-job-at-sap-1717869281?refId=09c662fc-764f-4340-8486-7f1bf6ebaee6&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click
